event,logical_time_ns,logical_time_ms,physical_time_ms,lag_ms,control,instruction,inference_ms
llm_inference,7000000000,7000.0,7363.806413,363.80641300000025,NONE,,265.9937599673867
llm_inference,7400000000,7400.0,7770.595095,370.5950949999997,NONE,,262.369693024084
llm_inference,7800000000,7800.0,8150.229557,350.22955699999966,NONE,,255.3833550773561
llm_inference,8200000000,8200.0,8556.241478,356.2414779999999,NONE,,262.5197989400476
llm_inference,8600000000,8600.0,8973.864447,373.8644469999999,NONE,,260.6560180429369
llm_inference,9000000000,9000.0,9386.118414,386.1184140000005,NONE,,261.7637349758297
llm_inference,9400000000,9400.0,9755.25868,355.2586800000008,NONE,,245.69927202537656
llm_inference,9800000000,9800.0,10154.675838,354.6758379999992,NONE,,255.6038370821625
llm_inference,10200000000,10200.0,10601.467394,401.46739399999933,NONE,,277.5908799376339
llm_inference,10600000000,10600.0,10960.871003,360.8710030000002,NONE,,265.6298370566219
llm_inference,11000000000,11000.0,11381.149701,381.1497010000003,NONE,,255.1140261348337
llm_inference,11400000000,11400.0,11783.94886,383.9488600000004,NONE,,259.09311207942665
llm_inference,11800000000,11800.0,12154.338827,354.3388269999996,NONE,,260.52286685444415
llm_inference,12200000000,12200.0,12561.557515,361.5575150000004,NONE,,266.0893490538001
llm_inference,12600000000,12600.0,12943.970611,343.97061100000064,NONE,,250.38846395909786
llm_inference,13000000000,13000.0,13354.786261,354.7862609999993,NONE,,261.8444131221622
llm_inference,13400000000,13400.0,13740.557048,340.5570480000006,NONE,,246.06092111207545
llm_inference,13800000000,13800.0,14156.004213,356.00421300000016,NONE,,250.37185801193118
llm_inference,14200000000,14200.0,14552.701663,352.7016629999998,NONE,,258.8347070850432
llm_inference,14600000000,14600.0,14943.171482,343.17148199999974,NONE,,248.2847471255809
llm_inference,15000000000,15000.0,15354.448284,354.44828400000006,NONE,,260.59321593493223
llm_inference,15400000000,15400.0,15753.705794,353.7057939999995,NONE,,258.69698706083
llm_inference,15800000000,15800.0,16153.739619,353.73961899999995,ACTUATE,Reduce speed.,258.9683630503714
llm_inference,16200000000,16200.0,16586.005488,386.0054879999989,NONE,,290.70837306790054
llm_inference,16600000000,16600.0,16944.194384,344.19438399999854,NONE,,250.08396385237575
llm_inference,17000000000,17000.0,17334.62746,334.6274599999997,NONE,,239.45762403309345
