event,logical_time_ns,logical_time_ms,physical_time_ms,lag_ms,control,instruction,inference_ms
llm_inference,7000000000,7000.0,7286.132228,286.1322280000004,NONE,,258.06423905305564
llm_inference,7400000000,7400.0,7759.14994,359.14994000000024,NONE,,251.0335969273001
llm_inference,7800000000,7800.0,8088.576553,288.5765529999999,NONE,,262.59368914179504
llm_inference,8200000000,8200.0,8479.036032,279.036032,NONE,,253.34494095295668
llm_inference,8600000000,8600.0,8886.213953,286.2139530000004,NONE,,259.9577570799738
llm_inference,9000000000,9000.0,9271.738145,271.73814499999935,NONE,,247.16942314989865
llm_inference,9400000000,9400.0,9774.157478,374.1574779999992,WARNING,Increase speed.,259.0991728939116
llm_inference,9800000000,9800.0,10095.102544,295.1025439999994,WARNING,Increase speed.,271.891875192523
llm_inference,10200000000,10200.0,10490.908515,290.90851499999917,WARNING,Increase speed.,265.3811709024012
llm_inference,10600000000,10600.0,10936.086575,336.08657499999936,WARNING,Increase speed.,248.1398619711399
llm_inference,11000000000,11000.0,11290.525084,290.5250840000008,WARNING,Increase speed.,266.1893020849675
llm_inference,11400000000,11400.0,11766.879317,366.8793170000008,WARNING,Increase speed.,252.9240781441331
llm_inference,11800000000,11800.0,12074.125374,274.1253739999993,WARNING,Increase speed.,250.27999398298562
llm_inference,12200000000,12200.0,12484.807574,284.8075740000004,WARNING,Increase speed.,258.74743703752756
llm_inference,12600000000,12600.0,12877.368705,277.3687050000008,WARNING,Increase speed.,251.30882789380848
llm_inference,13000000000,13000.0,13276.739256,276.73925600000075,WARNING,Increase speed.,250.71245012804866
llm_inference,13400000000,13400.0,13764.951069,364.95106900000064,WARNING,Increase speed.,266.25368907116354
llm_inference,13800000000,13800.0,14079.89797,279.89797,WARNING,Increase speed.,254.95523097924888
llm_inference,14200000000,14200.0,14480.730243,280.730243,WARNING,Increase speed.,256.11886102706194
llm_inference,14600000000,14600.0,14878.385304,278.38530399999945,WARNING,Increase speed.,253.49426711909473
llm_inference,15000000000,15000.0,15326.437141,326.43714100000034,NONE,,288.69813214987516
llm_inference,15400000000,15400.0,15773.859889,373.8598889999994,WARNING,Increase speed.,260.22587111219764
llm_inference,15800000000,15800.0,16081.23091,281.2309100000002,NONE,,257.33233406208456
llm_inference,16200000000,16200.0,16469.876615,269.87661500000104,NONE,,244.42736594937742
llm_inference,16600000000,16600.0,16865.098445,265.09844499999963,WARNING,Increase speed.,241.5212020277977
llm_inference,17000000000,17000.0,17266.645391,266.6453909999982,WARNING,Increase speed.,243.1433422025293
llm_inference,17400000000,17400.0,17770.49408,370.4940800000004,NONE,,251.27788889221847
llm_inference,17800000000,17800.0,18053.203175,253.20317499999874,WARNING,Increase speed.,229.49092206545174
