event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,displacement_present,velocity_present,steer_present,head_present,eye_present,environment_states_present,distance_to_target_m,velocity_kmh,steering,head_history_json,eye_history_json,environment_json,control,instruction,inference_ms,control_present,instruction_present
llm_inference,7000000000,7000.0,7353.606039,7000000000,0,353.60603900000024,0,1,1,1,1,1,1,4000.0,90.98208,1,"[""CENTER""]","[""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,305.7899624109268,1,1
llm_inference,7400000000,7400.0,7765.628433,7400000000,0,365.62843299999986,0,1,1,1,1,1,1,3965.2316791189114,94.8116097250742,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,281.5847280435264,1,1
llm_inference,7800000000,7800.0,8160.923247,7800000000,0,360.9232469999997,0,1,1,1,1,1,1,3928.042517906621,98.48311867345507,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,320.9167439490557,1,1
llm_inference,8200000000,8200.0,8601.836004,8200000000,0,401.8360040000007,0,1,1,1,1,1,1,3890.853356694164,101.99729494593795,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Reduce speed.,359.151815995574,1,1
llm_inference,8600000000,8600.0,8928.468686,8600000000,0,328.46868600000016,0,1,1,1,1,1,1,3853.664195481708,105.35554256843353,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Reduce speed.,288.23194885626435,1,1
llm_inference,9000000000,9000.0,9317.467001,9000000000,0,317.4670010000009,0,1,1,1,1,1,1,3816.4750342692514,108.55991001961306,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Reduce speed.,277.7508618310094,1,1
llm_inference,9400000000,9400.0,9742.311701,9400000000,0,342.31170100000054,0,1,1,1,1,1,1,3779.285873056795,105.95652538796173,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Reduce speed.,271.8562879599631,1,1
llm_inference,9800000000,9800.0,10126.648733,9800000000,0,326.648733,0,1,1,1,1,1,1,3742.0967118443386,103.47396888259868,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,287.7137027680874,1,1
llm_inference,10200000000,10200.0,10525.716293,10200000000,0,325.7162929999995,0,1,1,1,1,1,1,3704.9075506318823,101.10397122979914,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Reduce speed.,287.8519697114825,1,1
llm_inference,10600000000,10600.0,10975.844266,10600000000,0,375.84426600000006,0,1,1,1,1,1,1,3667.718389419426,98.83900187907078,1,"[""LEFT"", ""LEFT"", ""LEFT"", ""LEFT""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",WARNING,Reduce speed.,335.20923368632793,1,1
