federate,reactor,reaction,logical_time_ns,logical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,start_physical_time_ms,stop_physical_time_ms,execution_time_ms
planner,ActionPlanner,monitoring_tardy,7000000000,7000.0,7000000000,1,365.95180900000014,1,7365.951809,7366.048316,0.09650700000020151
planner,ActionPlanner,monitoring_tardy,7400000000,7400.0,7400000000,1,301.9582129999999,2,7701.958213,7702.03191,0.07369699999981094
planner,ActionPlanner,monitoring_tardy,7400000000,7400.0,7400000000,2,302.48457400000007,3,7702.484574,7702.506575,0.022001000000273052
planner,ActionPlanner,monitoring,7800000000,7800.0,7800000000,0,288.06290999999965,3,8088.06291,8088.844126,0.7812160000003132
planner,ActionPlanner,monitoring_tardy,8200000000,8200.0,8200000000,1,301.62585299999955,4,8501.625853,8504.209514,2.583661000000575
planner,ActionPlanner,monitoring_tardy,8200000000,8200.0,8200000000,2,304.567986,5,8504.567986,8504.842698,0.27471200000036333
planner,ActionPlanner,warning_tardy,8600000000,8600.0,8600000000,1,314.5352590000002,6,8914.535259,8914.645965,0.11070599999948172
planner,ActionPlanner,warning_tardy,8600000000,8600.0,8600000000,2,314.9051390000004,7,8914.905139,8914.940088,0.03494899999896006
planner,ActionPlanner,warning_tardy,9000000000,9000.0,9000000000,1,304.8327509999999,8,9304.832751,9305.158346,0.32559500000024855
planner,ActionPlanner,monitoring,9400000000,9400.0,9400000000,0,279.9720639999996,8,9679.972064,9680.46258,0.4905159999998432
planner,ActionPlanner,warning,9800000000,9800.0,9800000000,0,296.67786499999966,8,10096.677865,10097.055307,0.3774420000008831
planner,ActionPlanner,monitoring,10200000000,10200.0,10200000000,0,297.13184700000056,8,10497.131847,10497.839512,0.7076649999999063
planner,ActionPlanner,monitoring_tardy,10600000000,10600.0,10600000000,1,313.89877499999966,9,10913.898775,10913.982208,0.08343299999978626
planner,ActionPlanner,monitoring,11000000000,11000.0,11000000000,0,279.86129099999926,9,11279.861291,11280.997212,1.1359210000009625
planner,ActionPlanner,warning,11400000000,11400.0,11400000000,0,278.99046400000043,9,11678.990464,11679.364749,0.3742849999998725
planner,ActionPlanner,monitoring,11800000000,11800.0,11800000000,0,270.01392099999975,9,12070.013921,12070.589961,0.5760399999999208
planner,ActionPlanner,monitoring,12200000000,12200.0,12200000000,0,276.1362489999992,9,12476.136249,12476.988365,0.8521160000000236
planner,ActionPlanner,monitoring,12600000000,12600.0,12600000000,0,283.566949,9,12883.566949,12884.329437,0.7624880000003031
planner,ActionPlanner,monitoring,13000000000,13000.0,13000000000,0,278.2063529999996,9,13278.206353,13278.853894,0.6475410000002739
planner,ActionPlanner,monitoring,13400000000,13400.0,13400000000,0,282.7566279999992,9,13682.756628,13683.00961,0.2529819999999745
planner,ActionPlanner,monitoring,13800000000,13800.0,13800000000,0,265.58181800000057,9,14065.581818,14065.834427,0.25260899999921094
planner,ActionPlanner,monitoring,14200000000,14200.0,14200000000,0,289.72809100000086,9,14489.728091,14489.947947,0.21985599999970873
planner,ActionPlanner,monitoring,14600000000,14600.0,14600000000,0,284.5697259999997,9,14884.569726,14884.787458,0.2177320000009786
planner,ActionPlanner,monitoring,15000000000,15000.0,15000000000,0,296.7428839999993,9,15296.742884,15297.345686,0.6028020000012475
planner,ActionPlanner,monitoring,15400000000,15400.0,15400000000,0,290.07774699999936,9,15690.077747,15690.261355,0.18360800000118616
planner,ActionPlanner,monitoring,15800000000,15800.0,15800000000,0,277.9051619999991,9,16077.905162,16078.547201,0.6420390000002953
planner,ActionPlanner,monitoring,16200000000,16200.0,16200000000,0,274.7636310000016,9,16474.763631,16476.764632,2.0010009999969043
planner,ActionPlanner,warning_tardy,16600000000,16600.0,16600000000,1,310.23521299999993,10,16910.235213,16910.318689,0.08347599999979138
planner,ActionPlanner,warning,17000000000,17000.0,17000000000,0,284.9390029999995,10,17284.939003,17285.28539,0.346387000001414
planner,ActionPlanner,monitoring,17400000000,17400.0,17400000000,0,278.318890999999,10,17678.318891,17678.660625,0.34173400000145193
planner,ActionPlanner,monitoring,17800000000,17800.0,17800000000,0,269.36090200000035,10,18069.360902,18069.860279,0.499377000000095
planner,ActionPlanner,monitoring,18200000000,18200.0,18200000000,0,276.2291149999983,10,18476.229115,18477.021895,0.792780000003404
planner,ActionPlanner,warning,18600000000,18600.0,18600000000,0,277.0212829999982,10,18877.021283,18877.366505,0.3452220000035595
planner,ActionPlanner,monitoring,19000000000,19000.0,19000000000,0,271.64019800000096,10,19271.640198,19271.823124,0.18292599999767845
planner,ActionPlanner,monitoring,19400000000,19400.0,19400000000,0,273.80908999999883,10,19673.80909,19674.434689,0.6255990000026941
planner,ActionPlanner,monitoring,19800000000,19800.0,19800000000,0,269.78304600000047,10,20069.783046,20069.969427,0.18638099999952829
planner,ActionPlanner,monitoring,20200000000,20200.0,20200000000,0,264.68903000000137,10,20464.68903,20465.320964,0.6319339999972726
planner,ActionPlanner,monitoring,20600000000,20600.0,20600000000,0,280.57076999999845,10,20880.57077,20880.842462,0.2716920000020764
planner,ActionPlanner,monitoring,21000000000,21000.0,21000000000,0,275.2189209999997,10,21275.218921,21275.856582,0.6376610000006622
planner,ActionPlanner,monitoring,21400000000,21400.0,21400000000,0,281.11284199999864,10,21681.112842,21681.495143,0.38230100000146194
planner,ActionPlanner,monitoring,21800000000,21800.0,21800000000,0,267.680260000001,10,22067.68026,22067.953826,0.2735659999998461
planner,ActionPlanner,monitoring,22200000000,22200.0,22200000000,0,274.25174400000105,10,22474.251744,22475.058668,0.8069240000004356
planner,ActionPlanner,monitoring,22600000000,22600.0,22600000000,0,271.617083000001,10,22871.617083,22873.559487,1.942403999997623
planner,ActionPlanner,warning,23000000000,23000.0,23000000000,0,298.1695209999998,10,23298.169521,23298.456622,0.28710100000171224
planner,ActionPlanner,monitoring,23400000000,23400.0,23400000000,0,292.4000049999995,10,23692.400005,23693.480279,1.0802739999999176
planner,ActionPlanner,warning,23800000000,23800.0,23800000000,0,271.45579400000133,10,24071.455794,24071.861293,0.40549900000041816
planner,ActionPlanner,monitoring,24200000000,24200.0,24200000000,0,274.23684299999877,10,24474.236843,24474.92522,0.6883770000022196
planner,ActionPlanner,monitoring,24600000000,24600.0,24600000000,0,281.12979800000176,10,24881.129798,24881.385425,0.2556269999986398
planner,ActionPlanner,monitoring,25000000000,25000.0,25000000000,0,273.75932900000043,10,25273.759329,25273.905753,0.1464239999986603
planner,ActionPlanner,monitoring,25400000000,25400.0,25400000000,0,281.0410000000011,10,25681.041,25681.27868,0.2376799999983632
planner,ActionPlanner,monitoring,25800000000,25800.0,25800000000,0,262.9138559999992,10,26062.913856,26063.100578,0.18672200000219163
