federate,reactor,reaction,logical_time_ns,logical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,start_physical_time_ms,stop_physical_time_ms,execution_time_ms
llm,AgenticCoach,llm_inference,7000000000,7000.0,7000000000,0,44.37328600000001,0,7044.373286,7460.472857,416.09957099999974
llm,AgenticCoach,llm_inference,7400000000,7400.0,7400000000,0,80.47202300000026,0,7480.472023,7746.709219,266.23719600000004
llm,AgenticCoach,llm_inference,7800000000,7800.0,7800000000,0,44.1396850000001,0,7844.139685,8098.672566,254.5328810000001
llm,AgenticCoach,llm_inference,8200000000,8200.0,8200000000,0,43.984958999999435,0,8243.984959,8503.328614,259.3436550000006
llm,AgenticCoach,llm_inference,8600000000,8600.0,8600000000,0,45.37592399999994,0,8645.375924,8932.126681,286.7507569999998
llm,AgenticCoach,llm_inference,9000000000,9000.0,9000000000,0,40.88925399999971,0,9040.889254,9291.589288,250.7000339999995
llm,AgenticCoach,llm_inference,9400000000,9400.0,9400000000,0,71.17736599999989,0,9471.177366,9715.266463,244.08909700000004
llm,AgenticCoach,llm_inference,9800000000,9800.0,9800000000,0,42.07055000000037,0,9842.07055,10088.685717,246.61516699999993
llm,AgenticCoach,llm_inference,10200000000,10200.0,10200000000,0,41.72032399999989,0,10241.720324,10481.08661,239.3662860000004
llm,AgenticCoach,llm_inference,10600000000,10600.0,10600000000,0,41.77167200000076,0,10641.771672,10880.692257,238.92058499999985
llm,AgenticCoach,llm_inference,11000000000,11000.0,11000000000,0,42.794764000000214,0,11042.794764,11283.078678,240.28391399999964
llm,AgenticCoach,llm_inference,11400000000,11400.0,11400000000,0,68.29832200000055,0,11468.298322,11720.941696,252.6433739999993
llm,AgenticCoach,llm_inference,11800000000,11800.0,11800000000,0,42.64031400000022,0,11842.640314,12095.069702,252.42938800000047
llm,AgenticCoach,llm_inference,12200000000,12200.0,12200000000,0,43.02993199999946,0,12243.029932,12497.721382,254.69145000000026
llm,AgenticCoach,llm_inference,12600000000,12600.0,12600000000,0,41.311492000000726,0,12641.311492,12898.122118,256.8106259999986
llm,AgenticCoach,llm_inference,13000000000,13000.0,13000000000,0,42.80374800000027,0,13042.803748,13292.155086,249.3513380000004
llm,AgenticCoach,llm_inference,13400000000,13400.0,13400000000,0,72.81176199999936,0,13472.811762,13740.293225,267.4814630000001
llm,AgenticCoach,llm_inference,13800000000,13800.0,13800000000,0,43.68208699999923,0,13843.682087,14111.242715,267.5606280000011
llm,AgenticCoach,llm_inference,14200000000,14200.0,14200000000,0,43.14646800000082,0,14243.146468,14508.530235,265.38376699999935
llm,AgenticCoach,llm_inference,14600000000,14600.0,14600000000,0,43.874267999999574,0,14643.874268,14899.519027,255.6447590000007
llm,AgenticCoach,llm_inference,15000000000,15000.0,15000000000,0,43.5684710000005,0,15043.568471,15291.275947,247.7074759999996
llm,AgenticCoach,llm_inference,15400000000,15400.0,15400000000,0,65.59139300000061,0,15465.591393,15700.702989,235.11159599999883
llm,AgenticCoach,llm_inference,15800000000,15800.0,15800000000,0,43.24806700000045,0,15843.248067,16075.328018,232.0799509999997
llm,AgenticCoach,llm_inference,16200000000,16200.0,16200000000,0,42.51808700000038,0,16242.518087,16491.530268,249.01218099999824
llm,AgenticCoach,llm_inference,16600000000,16600.0,16600000000,0,41.76252799999929,0,16641.762528,16890.785553,249.02302500000224
llm,AgenticCoach,llm_inference,17000000000,17000.0,17000000000,0,41.7054730000018,0,17041.705473,17299.888706,258.18323299999975
llm,AgenticCoach,llm_inference,17400000000,17400.0,17400000000,0,72.8823459999985,0,17472.882346,17725.47021,252.587864000001
llm,AgenticCoach,llm_inference,17800000000,17800.0,17800000000,0,39.70903900000121,0,17839.709039,18102.132136,262.42309699999896
llm,AgenticCoach,llm_inference,18200000000,18200.0,18200000000,0,40.77844299999924,0,18240.778443,18489.033978,248.25553500000024
llm,AgenticCoach,llm_inference,18600000000,18600.0,18600000000,0,40.262150999998994,0,18640.262151,18881.625494,241.3633430000009
llm,AgenticCoach,llm_inference,19000000000,19000.0,19000000000,0,41.52551999999923,0,19041.52552,19287.138012,245.6124920000002
llm,AgenticCoach,llm_inference,19400000000,19400.0,19400000000,0,69.75403300000107,0,19469.754033,19746.127451,276.3734179999992
llm,AgenticCoach,llm_inference,19800000000,19800.0,19800000000,0,41.648331000000326,0,19841.648331,20093.451796,251.80346500000087
llm,AgenticCoach,llm_inference,20200000000,20200.0,20200000000,0,41.78984800000035,0,20241.789848,20479.933941,238.14409299999897
llm,AgenticCoach,llm_inference,20600000000,20600.0,20600000000,0,42.49952299999859,0,20642.499523,20883.580882,241.0813589999998
llm,AgenticCoach,llm_inference,21000000000,21000.0,21000000000,0,42.543087999998534,0,21042.543088,21302.343481,259.80039300000135
