event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,head_present,eye_present,head,eye
output_tick,7000000000,7000.0,7011.327894,7000000000,0,11.346134999999776,0,1,1,1,1
output_tick,7100000000,7100.0,7111.718892,7100000000,0,11.770873000000392,0,1,1,1,1
output_tick,7200000000,7200.0,7210.499742,7200000000,0,10.511612000000241,0,1,1,1,1
output_tick,7300000000,7300.0,7310.705483,7300000000,0,10.76320399999986,0,1,1,1,1
sensor_arrival,7400000000,7400.0,7496.130657,7400000000,0,96.13797200000045,0,1,1,1,1
output_tick,7400000000,7400.0,7496.478301,7400000000,0,96.48220899999978,0,1,1,1,1
output_tick,7500000000,7500.0,7502.844098,7500000000,0,2.8516349999999875,0,1,1,1,1
output_tick,7600000000,7600.0,7605.58729,7600000000,0,5.599586999999701,0,1,1,1,1
output_tick,7700000000,7700.0,7709.859595,7700000000,0,9.868706000000202,0,1,1,1,1
output_tick,7800000000,7800.0,7805.542185,7800000000,0,5.55348099999992,0,1,1,1,1
sensor_arrival,7900000000,7900.0,7993.515496,7900000000,0,93.52332899999965,0,1,1,1,1
output_tick,7900000000,7900.0,7993.789863,7900000000,0,93.79280800000015,0,1,1,1,1
output_tick,8000000000,8000.0,8002.797777,8000000000,0,2.8051660000000993,0,1,1,1,1
output_tick,8100000000,8100.0,8106.698512,8100000000,0,6.7135669999997845,0,1,1,1,1
output_tick,8200000000,8200.0,8206.038392,8200000000,0,6.050300000000789,0,1,1,1,1
output_tick,8300000000,8300.0,8304.993111,8300000000,0,5.003740000000107,0,1,1,1,1
sensor_arrival,8400000000,8400.0,8485.860523,8400000000,0,85.8670230000007,0,1,1,1,1
output_tick,8400000000,8400.0,8486.134816,8400000000,0,86.13787199999933,0,1,1,1,1
output_tick,8500000000,8500.0,8504.020016,8500000000,0,4.03218200000083,0,1,1,1,1
output_tick,8600000000,8600.0,8605.082598,8600000000,0,5.094709000000876,0,1,1,1,1
output_tick,8700000000,8700.0,8706.432678,8700000000,0,6.446584999999686,0,1,1,1,1
output_tick,8800000000,8800.0,8805.393711,8800000000,0,5.406025000000227,0,1,1,1,1
sensor_arrival,8900000000,8900.0,8997.111275,8900000000,0,97.11758999999984,0,1,1,1,1
output_tick,8900000000,8900.0,8997.439827,8900000000,0,97.44290100000035,0,1,1,1,1
output_tick,9000000000,9000.0,9002.67021,9000000000,0,2.6771910000006756,0,1,1,1,1
output_tick,9100000000,9100.0,9106.130765,9100000000,0,6.142782999999326,0,1,1,1,1
output_tick,9200000000,9200.0,9205.696495,9200000000,0,5.708919999999125,0,1,1,1,1
output_tick,9300000000,9300.0,9306.769799,9300000000,0,6.781521000000794,0,1,1,1,1
sensor_arrival,9400000000,9400.0,9491.560685,9400000000,0,91.5683140000001,0,1,1,1,1
output_tick,9400000000,9400.0,9491.758294,9400000000,0,91.7613309999997,0,1,1,1,1
output_tick,9500000000,9500.0,9503.920689,9500000000,0,3.9298190000008617,0,1,1,1,1
output_tick,9600000000,9600.0,9608.952744,9600000000,0,8.963854999999967,0,1,1,1,1
output_tick,9700000000,9700.0,9705.525546,9700000000,0,5.537304999999833,0,1,1,1,1
output_tick,9800000000,9800.0,9805.910747,9800000000,0,5.921655000000101,0,1,1,1,1
sensor_arrival,9900000000,9900.0,9987.295839,9900000000,0,87.30259800000022,0,1,1,1,1
output_tick,9900000000,9900.0,9987.494763,9900000000,0,87.49759599999925,0,1,1,1,1
output_tick,10000000000,10000.0,10003.665445,10000000000,0,3.6737229999998817,0,1,1,1,1
output_tick,10100000000,10100.0,10105.611684,10100000000,0,5.623720999999932,0,1,1,1,1
output_tick,10200000000,10200.0,10205.604964,10200000000,0,5.617668000000776,0,1,1,1,1
output_tick,10300000000,10300.0,10305.928815,10300000000,0,5.941054999999324,0,1,1,1,1
sensor_arrival,10400000000,10400.0,10487.565737,10400000000,0,87.57208899999932,0,1,1,1,1
output_tick,10400000000,10400.0,10487.763994,10400000000,0,87.76655000000028,0,1,1,1,1
output_tick,10500000000,10500.0,10503.914658,10500000000,0,3.922565000000759,0,1,1,1,1
output_tick,10600000000,10600.0,10604.991314,10600000000,0,5.003387999999177,0,1,1,1,1
output_tick,10700000000,10700.0,10706.055564,10700000000,0,6.068081999999777,0,1,1,1,1
output_tick,10800000000,10800.0,10805.625775,10800000000,0,5.6381079999991925,0,1,1,1,1
sensor_arrival,10900000000,10900.0,10986.894275,10900000000,0,86.90042399999948,0,1,1,1,1
output_tick,10900000000,10900.0,10987.19292,10900000000,0,87.22492000000057,0,1,1,1,1
output_tick,11000000000,11000.0,11003.414083,11000000000,0,3.4231390000004467,0,1,1,1,1
output_tick,11100000000,11100.0,11105.166917,11100000000,0,5.178508999999394,0,1,1,1,1
output_tick,11200000000,11200.0,11205.548396,11200000000,0,5.560451999999714,0,1,1,1,1
output_tick,11300000000,11300.0,11305.769248,11300000000,0,5.780969999999797,0,1,1,1,1
sensor_arrival,11400000000,11400.0,11483.859453,11400000000,0,83.86613799999941,0,1,1,1,1
output_tick,11400000000,11400.0,11484.140227,11400000000,0,84.14326400000027,0,1,1,1,1
output_tick,11500000000,11500.0,11505.08565,11500000000,0,5.096835000000283,0,1,1,1,1
output_tick,11600000000,11600.0,11609.771172,11600000000,0,9.782579000000624,0,1,1,1,1
output_tick,11700000000,11700.0,11705.6725,11700000000,0,5.685369999999239,0,1,1,1,1
output_tick,11800000000,11800.0,11810.124117,11800000000,0,10.135913000000073,0,1,1,1,1
sensor_arrival,11900000000,11900.0,11986.096513,11900000000,0,86.10275299999921,0,1,1,1,1
output_tick,11900000000,11900.0,11986.406879,11900000000,0,86.41039799999999,0,1,1,1,1
output_tick,12000000000,12000.0,12005.023218,12000000000,0,5.033626000000368,0,1,1,1,1
output_tick,12100000000,12100.0,12106.105782,12100000000,0,6.117523000000801,0,1,1,1,1
output_tick,12200000000,12200.0,12205.7104,12200000000,0,5.722308000000339,0,1,1,1,1
output_tick,12300000000,12300.0,12305.080817,12300000000,0,5.093095000000176,0,1,1,1,1
sensor_arrival,12400000000,12400.0,12463.345734,12400000000,0,63.35169700000006,0,1,1,1,1
output_tick,12400000000,12400.0,12463.646008,12400000000,0,63.64915599999949,0,1,1,1,1
output_tick,12500000000,12500.0,12504.992657,12500000000,0,5.003785999999309,0,1,1,1,1
output_tick,12600000000,12600.0,12605.561652,12600000000,0,5.573448999999528,0,1,1,1,1
output_tick,12700000000,12700.0,12706.592809,12700000000,0,6.606846000000587,0,1,1,1,1
output_tick,12800000000,12800.0,12804.439318,12800000000,0,4.449577999999747,0,1,1,1,1
sensor_arrival,12900000000,12900.0,12963.616261,12900000000,0,63.623020999999426,0,1,1,0,1
output_tick,12900000000,12900.0,12963.930684,12900000000,0,63.93346200000087,0,1,1,0,1
output_tick,13000000000,13000.0,13004.613099,13000000000,0,4.621080000000802,0,1,1,0,1
output_tick,13100000000,13100.0,13109.530766,13100000000,0,9.54345099999955,0,1,1,0,1
output_tick,13200000000,13200.0,13205.850701,13200000000,0,5.860737000000881,0,1,1,0,1
output_tick,13300000000,13300.0,13305.645168,13300000000,0,5.656834999999774,0,1,1,0,1
sensor_arrival,13400000000,13400.0,13462.028885,13400000000,0,62.03508800000054,0,1,1,0,1
output_tick,13400000000,13400.0,13462.364881,13400000000,0,62.36771399999998,0,1,1,0,1
output_tick,13500000000,13500.0,13504.139468,13500000000,0,4.147801999999501,0,1,1,0,1
output_tick,13600000000,13600.0,13604.971091,13600000000,0,4.98277600000074,0,1,1,0,1
output_tick,13700000000,13700.0,13705.519346,13700000000,0,5.530049999999392,0,1,1,0,1
output_tick,13800000000,13800.0,13805.181019,13800000000,0,5.193241000000853,0,1,1,0,1
sensor_arrival,13900000000,13900.0,13961.53031,13900000000,0,61.53677299999981,0,1,1,0,1
