event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,lag_ms,displacement_present,velocity_present,steer_present,head_present,eye_present,environment_states_present,distance_to_target_m,velocity_kmh,steering,head_history_json,eye_history_json,environment_json,control,instruction,inference_ms,control_present,instruction_present
llm_inference,7000000000,7000.0,7357.49066,7000000000,0,357.4906600000004,1,1,1,1,1,1,4000.0,89.54208000000001,1,"[""CENTER""]","[""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,266.38415711931884,1,1
llm_inference,7400000000,7400.0,7788.255098,7400000000,0,388.25509799999963,1,1,1,1,1,1,3965.2316791189114,87.75539718785244,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,263.33769503980875,1,1
llm_inference,7800000000,7800.0,8137.869242,7800000000,0,337.86924199999976,1,1,1,1,1,1,3928.042517906621,90.2693671134672,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,248.88643505983055,1,1
llm_inference,8200000000,8200.0,8534.339962,8200000000,0,334.339962,1,1,1,1,1,1,3890.853356694164,90.43537345686862,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,243.86575305834413,1,1
llm_inference,8600000000,8600.0,8939.84246,8600000000,0,339.84245999999985,1,1,1,1,1,1,3853.664195481708,88.6137584805567,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,248.558052117005,1,1
llm_inference,9000000000,9000.0,9346.804099,9000000000,0,346.80409900000086,1,1,1,1,1,1,3816.4750342692514,86.863018223715,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,249.005232937634,1,1
llm_inference,9400000000,9400.0,9757.760079,9400000000,0,357.7600789999997,1,1,1,1,1,1,3779.285873056795,89.4574736389153,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,254.4139081146568,1,1
llm_inference,9800000000,9800.0,10143.982581,9800000000,0,343.9825810000002,1,1,1,1,1,1,3742.0967118443386,93.34818301471616,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,255.05443615838885,1,1
llm_inference,10200000000,10200.0,10556.619641,10200000000,0,356.6196409999993,1,1,1,1,1,1,3704.9075506318823,97.08081237983068,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,267.95952790416777,1,1
llm_inference,10600000000,10600.0,10947.614026,10600000000,0,347.6140259999993,1,1,1,1,1,1,3667.718389419426,100.65575395553972,1,"[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","[""CENTER"", ""CENTER"", ""CENTER"", ""CENTER""]","{""road_phase"": ""HIGHWAY"", ""front_car_present"": 0, ""right_car_present"": 0, ""right_car_position"": ""NONE"", ""cross_left_car_present"": 0, ""cross_right_car_present"": 0}",NONE,,257.82599695958197,1,1
