federate,reactor,reaction,logical_time_ns,logical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,start_physical_time_ms,stop_physical_time_ms,execution_time_ms
c,Car,reaction,7000000000,7000.0,7000000000,0,195.66815700000006,0,7195.668157,7196.066958,0.39880100000027596
c,Car,tardy,7000000000,7000.0,7000000000,1,226.75926700000036,1,7226.759267,7227.126771,0.3675039999998262
c,Car,tardy,7000000000,7000.0,7000000000,2,231.82916600000044,2,7231.829166,7232.239304,0.4101379999992787
c,Car,reaction,7100000000,7100.0,7100000000,0,217.57787800000006,2,7317.577878,7317.913263,0.3353850000003149
c,Car,tardy,7100000000,7100.0,7100000000,1,222.68034199999965,3,7322.680342,7322.96472,0.284378000000288
c,Car,tardy,7100000000,7100.0,7100000000,2,325.0407439999999,4,7425.040744,7425.453976,0.4132319999998799
c,Car,reaction,7200000000,7200.0,7200000000,0,235.02553100000023,4,7435.025531,7435.285298,0.259766999999556
c,Car,reaction,7300000000,7300.0,7300000000,0,236.559397,4,7536.559397,7536.892351,0.3329540000004272
c,Car,reaction,7400000000,7400.0,7400000000,0,226.82279300000027,4,7626.822793,7627.413527,0.5907339999994292
c,Car,reaction,7500000000,7500.0,7500000000,0,239.00842699999976,4,7739.008427,7739.200489,0.19206200000007811
c,Car,reaction,7600000000,7600.0,7600000000,0,232.56170999999995,4,7832.56171,7832.913078,0.3513679999996384
c,Car,reaction,7700000000,7700.0,7700000000,0,223.56193299999995,4,7923.561933,7923.90896,0.34702699999979814
c,Car,tardy,7700000000,7700.0,7700000000,1,226.29915600000004,5,7926.299156,7926.695417,0.39626099999986764
c,Car,reaction,7800000000,7800.0,7800000000,0,239.98773700000038,5,8039.987737,8040.428535,0.44079799999963143
c,Car,reaction,7900000000,7900.0,7900000000,0,213.6982310000003,5,8113.698231,8114.23365,0.5354189999998198
c,Car,tardy,7900000000,7900.0,7900000000,1,223.92179699999997,6,8123.921797,8124.29016,0.3683629999995901
c,Car,reaction,8000000000,8000.0,8000000000,0,207.23215600000003,6,8207.232156,8207.417346,0.18519000000014785
c,Car,tardy,8000000000,8000.0,8000000000,1,225.34374600000046,7,8225.343746,8225.529137,0.18539099999907194
c,Car,reaction,8100000000,8100.0,8100000000,0,234.96490099999937,7,8334.964901,8335.29842,0.3335189999997965
c,Car,tardy,8100000000,8100.0,8100000000,1,239.97488300000077,8,8339.974883,8340.129921,0.15503799999896728
c,Car,reaction,8200000000,8200.0,8200000000,0,230.36908199999925,8,8430.369082,8430.837598,0.46851600000081817
c,Car,reaction,8300000000,8300.0,8300000000,0,210.6649039999993,8,8510.664904,8510.905444,0.2405400000006921
c,Car,tardy,8300000000,8300.0,8300000000,1,214.65198699999928,9,8514.651987,8514.88729,0.235303000001295
c,Car,tardy,8300000000,8300.0,8300000000,2,215.5757819999999,10,8515.575782,8515.761539,0.18575699999928474
c,Car,reaction,8400000000,8400.0,8400000000,0,201.2750529999994,10,8601.275053,8601.488718,0.21366500000112865
