event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,mode,from_mode,to_mode,reason,control_token,instruction,distance_to_target_m,velocity_kmh,environment_states_json,act_command,lane_command,act_set
mode_transition,7800000000,7800.0,8194.443724,7800000000,0,394.44372400000066,0,MONITORING,MONITORING,ACTUATE,ACTUATE,ACTUATE,Stop before the sign.,0.0,0.0,null,,,0
act_command_set,8200000000,8200.0,8600.378994,8200000000,0,400.3789940000006,0,ACTUATE,,,ACTUATE,ACTUATE,Stop before the sign.,3904.520373439742,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,8600000000,8600.0,9000.669526,8600000000,0,400.6695259999997,2,ACTUATE,,,ACTUATE,ACTUATE,Stop before the sign.,3867.3312122272855,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,9000000000,9000.0,9389.190062,9000000000,0,389.19006199999967,3,ACTUATE,,,ACTUATE,ACTUATE,Stop before the sign.,3830.142051014829,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,9400000000,9400.0,9790.242637,9400000000,0,390.2426369999994,3,ACTUATE,,,ACTUATE,ACTUATE,Stop before the sign.,3792.9528898023727,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,9800000000,9800.0,10177.22408,9800000000,0,377.22407999999996,3,ACTUATE,,,ACTUATE,ACTUATE,Stop before the stop sign.,3755.7637285899164,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
mode_transition,10200000000,10200.0,10560.233585,10200000000,0,360.23358499999995,3,ACTUATE,ACTUATE,MONITORING,WARNING,WARNING,Increase speed.,3718.57456737746,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,10600000000,10600.0,10999.243965,10600000000,0,399.24396499999966,3,MONITORING,MONITORING,ACTUATE,ACTUATE,ACTUATE,Stop before the stop sign.,3718.57456737746,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,11000000000,11000.0,11373.62001,11000000000,0,373.62001000000055,3,ACTUATE,ACTUATE,MONITORING,NONE,NONE,,3644.196244952547,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,11400000000,11400.0,11782.713729,11400000000,0,382.71372899999915,3,MONITORING,MONITORING,ACTUATE,ACTUATE,ACTUATE,Stop before the stop sign.,3644.196244952547,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,11800000000,11800.0,12170.112692,11800000000,0,370.1126920000006,3,ACTUATE,ACTUATE,MONITORING,NONE,NONE,,3569.817922527649,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,15000000000,15000.0,15376.622196,15000000000,0,376.62219600000026,3,MONITORING,MONITORING,ACTUATE,ACTUATE,ACTUATE,Stop before the sign.,3569.817922527649,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,15400000000,15400.0,15795.615099,15400000000,0,395.61509900000055,3,ACTUATE,ACTUATE,MONITORING,NONE,NONE,,3235.115471615701,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,17000000000,17000.0,17404.389396,17000000000,1,404.38939599999867,5,MONITORING,MONITORING,ACTUATE,tardy ACTUATE,ACTUATE,Stop before the sign.,3235.115471615701,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
act_command_set,17400000000,17400.0,17800.769935,17400000000,0,400.76993500000026,6,ACTUATE,,,ACTUATE,ACTUATE,Stop before the sign.,3049.169665553508,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
act_command_set,17800000000,17800.0,18186.927905,17800000000,0,386.92790500000046,7,ACTUATE,,,ACTUATE,ACTUATE,Stop before the sign.,3011.9805043410693,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
mode_transition,18200000000,18200.0,18570.920445,18200000000,0,370.92044499999975,7,ACTUATE,ACTUATE,MONITORING,NONE,NONE,,2974.7913431286306,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,20200000000,20200.0,20586.751431,20200000000,0,386.7514310000006,7,MONITORING,MONITORING,ACTUATE,ACTUATE,ACTUATE,Stop before the stop sign.,2974.7913431286306,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
act_command_set,20600000000,20600.0,21000.544283,20600000000,0,400.54428299999927,7,ACTUATE,,,ACTUATE,ACTUATE,Stop before the stop sign.,2751.6563758539987,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
mode_transition,21000000000,21000.0,21372.557073,21000000000,0,372.55707299999995,9,ACTUATE,ACTUATE,MONITORING,NONE,NONE,,2714.4672146415596,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,22200000000,22200.0,22599.664705,22200000000,0,399.66470499999923,9,MONITORING,MONITORING,ACTUATE,ACTUATE,ACTUATE,Stop before the sign.,2714.4672146415596,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,22600000000,22600.0,22965.876356,22600000000,0,365.87635600000067,9,ACTUATE,ACTUATE,MONITORING,NONE,NONE,,2565.710569791805,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,23000000000,23000.0,23382.806452,23000000000,0,382.8064520000007,9,MONITORING,MONITORING,ACTUATE,ACTUATE,ACTUATE,Stop before the sign.,2565.710569791805,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
act_command_set,23400000000,23400.0,23786.496392,23400000000,0,386.4963920000009,9,ACTUATE,,,ACTUATE,ACTUATE,Stop before the stop sign.,2491.3322473669277,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",ACCEL,KEEP_LANE,1
mode_transition,23800000000,23800.0,24138.581545,23800000000,0,338.5815450000009,9,ACTUATE,ACTUATE,MONITORING,NONE,NONE,,2454.1430861544895,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,24600000000,24600.0,24997.470006,24600000000,0,397.47000599999956,9,MONITORING,MONITORING,ACTUATE,ACTUATE,ACTUATE,Stop before the stop sign.,2454.1430861544895,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
mode_transition,25000000000,25000.0,25359.497675,25000000000,0,359.4976749999987,9,ACTUATE,ACTUATE,MONITORING,NONE,NONE,,2342.575602517173,0.0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]",,,0
