event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,steer_present,accelerator_present,brake_present,steer,accelerator,brake
sensor_arrival,129188545,129.188545,130.046388,1782077682595022321,0,0,0,1,1,0.0,0.023529411764705882
sensor_arrival,193098457,193.098457,193.662655,1782077682658932233,0,0,0,1,1,0.0,0.0196078431372549
sensor_arrival,201200658,201.200658,202.010521,1782077682667034434,0,0,0,1,1,0.0,0.023529411764705882
sensor_arrival,209132731,209.132731,209.625115,1782077682674966507,0,0,0,1,1,0.0,0.0196078431372549
sensor_arrival,225075376,225.075376,225.494613,1782077682690909152,0,0,0,1,1,0.0,0.023529411764705882
sensor_arrival,233189725,233.189725,233.845034,1782077682699023501,0,0,0,1,1,0.0,0.027450980392156862
sensor_arrival,241093743,241.093743,241.536979,1782077682706927519,0,0,0,1,1,0.0,0.0196078431372549
sensor_arrival,257106220,257.10622,257.546549,1782077682722939996,0,0,0,1,1,0.0,0.01568627450980392
sensor_arrival,265232143,265.232143,265.824582,1782077682731065919,0,0,0,1,1,0.0,0.0196078431372549
sensor_arrival,297176063,297.176063,297.835186,1782077682763009839,0,0,0,1,1,0.0,0.023529411764705882
sensor_arrival,305121265,305.121265,305.559261,1782077682770955041,0,0,0,1,1,0.0,0.0196078431372549
sensor_arrival,345176181,345.176181,345.778157,1782077682811009957,0,0,0,1,1,0.0,0.01568627450980392
sensor_arrival,361056938,361.056938,361.60547,1782077682826890714,0,0,0,1,1,0.0,0.0196078431372549
sensor_arrival,377103582,377.103582,377.746243,1782077682842937358,0,0,0,1,1,0.0,0.01568627450980392
sensor_arrival,433239161,433.239161,433.980673,1782077682899072937,0,0,0,1,1,0.0,0.0196078431372549
sensor_arrival,449223158,449.223158,449.956651,1782077682915056934,0,0,0,1,1,0.0,0.01568627450980392
sensor_arrival,513285976,513.285976,513.897507,1782077682979119752,0,0,0,1,1,0.0,0.0196078431372549
sensor_arrival,521146846,521.146846,521.62286,1782077682986980622,0,0,0,1,1,0.0,0.01568627450980392
sensor_arrival,529105048,529.105048,529.61971,1782077682994938824,0,0,0,1,1,0.0,0.0196078431372549
sensor_arrival,545050619,545.050619,545.464782,1782077683010884395,0,0,0,1,1,0.0,0.01568627450980392
sensor_arrival,577149722,577.149722,577.801086,1782077683042983498,0,0,0,1,1,0.0,0.011764705882352941
sensor_arrival,585110221,585.110221,585.649678,1782077683050943997,0,0,0,1,1,0.0,0.01568627450980392
sensor_arrival,601076884,601.076884,601.586064,1782077683066910660,0,0,0,1,1,0.0,0.0196078431372549
sensor_arrival,609081975,609.081975,609.56334,1782077683074915751,0,0,0,1,1,0.0,0.01568627450980392
