logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,distance_from_start_m,velocity_kmh,road_phase,environment_distance,front_car_present,right_car_present,right_car_position,cross_left_car_present,cross_right_car_present,other_car_present,environment_states_json
7000000000,7000.0,7028.897541,7000000000,0,28.902289999999994,0,0.0,90.98208,HIGHWAY,4000.0,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
7100000000,7100.0,7127.48397,7100000000,0,27.48760200000015,0,6.8730086874304845,91.9542856177152,HIGHWAY,3993.1269913125693,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
7200000000,7200.0,7230.63978,7200000000,0,30.650676000000203,0,16.17375221280049,92.91661058196718,HIGHWAY,3983.8262477871995,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
7300000000,7300.0,7327.106627,7300000000,0,27.11165600000004,0,25.471030651138932,93.86905188629824,HIGHWAY,3974.528969348861,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
7400000000,7400.0,7428.467483,7400000000,0,28.47111500000028,0,34.76832088108862,94.8116097250742,HIGHWAY,3965.2316791189114,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
7500000000,7500.0,7529.080186,7500000000,0,29.085213999999723,0,44.06561118403709,95.744287428482,HIGHWAY,3955.934388815963,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
7600000000,7600.0,7630.613693,7600000000,0,30.61844199999996,0,53.36290148715097,96.66709139652711,HIGHWAY,3946.637098512849,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
7700000000,7700.0,7729.518045,7700000000,0,29.52195699999993,0,62.660191790265074,97.58003103213464,HIGHWAY,3937.339808209735,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
7800000000,7800.0,7829.149879,7800000000,0,29.153511000000435,0,71.95748209337918,98.48311867345507,HIGHWAY,3928.042517906621,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
7900000000,7900.0,7929.022808,7900000000,0,29.025601999999708,0,81.25477239649328,99.37636952547453,HIGHWAY,3918.745227603507,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
8000000000,8000.0,8029.024249,8000000000,0,29.028997999999774,0,90.55206269960738,100.25980159102654,HIGHWAY,3909.447937300393,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
8100000000,8100.0,8128.501311,8100000000,0,28.504941999999573,0,99.84935300272149,101.13343560130032,HIGHWAY,3900.1506469972787,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
8200000000,8200.0,8230.824877,8200000000,0,30.82850900000085,0,109.1466433058356,101.99729494593795,HIGHWAY,3890.853356694164,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
8300000000,8300.0,8329.838743,8300000000,0,29.84349199999997,0,118.44393360894969,102.8514056028108,HIGHWAY,3881.55606639105,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
8400000000,8400.0,8430.547828,8400000000,0,30.55146000000059,0,127.74122391206379,103.69579606756226,HIGHWAY,3872.258776087936,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
8500000000,8500.0,8529.424523,8500000000,0,29.43653599999925,0,137.03851421517788,104.53049728300195,HIGHWAY,3862.961485784822,0,0,NONE,0,0,0,"[""HIGHWAY"", 0, 0, ""NONE"", 0, 0]"
