event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,steer_in_present,accel_in_present,brake_in_present,actuate_in_present,steer_in,accel_in,brake_in,actuate_in,car_velocity,car_steer
reaction,7000000000,7000.0,7020.671786,7000000000,0,20.396281000000272,0,1,1,1,0,1,1.0,0.0,,90.98208,1
reaction,7100000000,7100.0,7120.80454,7100000000,0,20.527474999999868,0,1,1,1,0,1,1.0,0.0,,91.9542856177152,1
reaction,7200000000,7200.0,7220.451029,7200000000,0,20.256991999999627,0,1,1,1,0,1,1.0,0.0,,92.91661058196718,1
reaction,7300000000,7300.0,7320.215891,7300000000,0,20.145002000000204,0,1,1,1,0,1,1.0,0.0,,93.86905188629824,1
reaction,7400000000,7400.0,7420.272088,7400000000,0,20.163150000000314,0,1,1,1,0,1,1.0,0.0,,94.8116097250742,1
reaction,7500000000,7500.0,7520.35424,7500000000,0,20.244362999999794,0,1,1,1,0,1,1.0,0.0,,95.744287428482,1
reaction,7600000000,7600.0,7620.432981,7600000000,0,20.274140999999872,0,1,1,1,0,1,1.0,0.0,,96.66709139652711,1
reaction,7700000000,7700.0,7720.289237,7700000000,0,20.18950500000028,0,1,1,1,0,1,1.0,0.0,,97.58003103213464,1
reaction,7800000000,7800.0,7820.640371,7800000000,0,20.411890000000312,0,1,1,1,0,1,1.0,0.0,,98.48311867345507,1
reaction,7900000000,7900.0,7920.276001,7900000000,0,20.175951999999597,0,1,1,1,0,1,1.0,0.0,,99.37636952547453,1
reaction,8000000000,8000.0,8020.364411,8000000000,0,20.22855199999958,0,1,1,1,0,1,1.0,0.0,,100.25980159102654,1
reaction,8100000000,8100.0,8120.508052,8100000000,0,20.28663299999971,0,1,1,1,0,1,1.0,0.0,,101.13343560130032,1
reaction,8200000000,8200.0,8220.449831,8200000000,0,20.2515999999996,0,1,1,1,0,1,1.0,0.0,,101.99729494593795,1
reaction,8300000000,8300.0,8320.259437,8300000000,0,20.179901999999856,0,1,1,1,0,1,1.0,0.0,,102.8514056028108,1
reaction,8400000000,8400.0,8420.26767,8400000000,0,20.161579999999958,0,1,1,1,0,1,1.0,0.0,,103.69579606756226,1
reaction,8500000000,8500.0,8520.40345,8500000000,0,20.210495999999694,0,1,1,1,0,1,1.0,0.0,,104.53049728300195,1
reaction,8600000000,8600.0,8620.22129,8600000000,0,20.14434799999981,0,1,1,1,0,1,1.0,0.0,,105.35554256843353,1
reaction,8700000000,8700.0,8720.332156,8700000000,0,20.2090960000005,0,1,1,1,0,1,1.0,0.0,,106.17096754899525,1
reaction,8800000000,8800.0,8820.307414,8800000000,0,20.20043000000078,0,1,1,1,0,1,1.0,0.0,,106.97681008509026,1
reaction,8900000000,8900.0,8920.300101,8900000000,0,20.18412399999943,0,1,1,1,0,1,1.0,0.0,,107.77311020198019,1
reaction,9000000000,9000.0,9020.273446,9000000000,0,20.17304999999942,0,1,1,1,0,1,1.0,0.0,,108.55991001961306,1
reaction,9100000000,9100.0,9120.304329,9100000000,0,20.19174600000042,0,1,1,1,0,1,0.0,0.0,,107.89725368275381,1
reaction,9200000000,9200.0,9220.278411,9200000000,0,20.177324000000226,0,1,1,1,0,1,0.0,0.0,,107.24256605207155,1
reaction,9300000000,9300.0,9320.246743,9300000000,0,20.16611600000033,0,1,1,1,0,1,0.0,0.0,,106.59570338688083,1
reaction,9400000000,9400.0,9420.470621,9400000000,0,20.278395999999702,0,1,1,1,0,1,0.0,0.0,,105.95652538796173,1
reaction,9500000000,9500.0,9520.55171,9500000000,0,20.338637999999264,0,1,1,1,0,1,0.0,0.0,,105.32489509505675,1
reaction,9600000000,9600.0,9620.477023,9600000000,0,20.270034999999552,0,1,1,1,0,1,0.0,0.0,,104.70067878801315,1
reaction,9700000000,9700.0,9720.481171,9700000000,0,20.275186000000758,0,1,1,1,0,1,0.0,0.0,,104.08374589142034,1
reaction,9800000000,9800.0,9820.301173,9800000000,0,20.198005000000194,0,1,1,1,0,1,0.0,0.0,,103.47396888259868,1
reaction,9900000000,9900.0,9920.285243,9900000000,0,20.181415999999444,0,1,1,1,0,1,0.0,0.0,,102.8712232028033,1
reaction,10000000000,10000.0,10020.290115,10000000000,0,20.180983000000197,0,1,1,1,0,1,0.0,0.0,,102.27538717151214,1
reaction,10100000000,10100.0,10120.527422,10100000000,0,20.38716299999942,0,1,1,1,0,1,0.0,0.0,,101.6863419036742,1
reaction,10200000000,10200.0,10220.419268,10200000000,0,20.31901099999959,0,1,1,1,0,1,0.0,0.0,,101.10397122979914,1
reaction,10300000000,10300.0,10320.313163,10300000000,0,20.2131700000009,0,1,1,1,0,1,0.0,0.0,,100.52816161877493,1
reaction,10400000000,10400.0,10420.382036,10400000000,0,20.272710999999617,0,1,1,1,0,1,0.0,0.0,,99.95880210330544,1
reaction,10500000000,10500.0,10520.490787,10500000000,0,20.278298999999606,0,1,1,1,0,1,0.0,0.0,,99.39578420786502,1
reaction,10600000000,10600.0,10620.423973,10600000000,0,20.258561000000554,0,1,1,1,0,1,0.0,0.0,,98.83900187907078,1
reaction,10700000000,10700.0,10720.367919,10700000000,0,20.215399999999136,0,1,1,1,0,1,0.0,0.0,,98.28835141837905,1
reaction,10800000000,10800.0,10820.470333,10800000000,0,20.26331299999947,0,1,1,1,0,1,0.0,0.0,,97.74373141701557,1
reaction,10900000000,10900.0,10920.602288,10900000000,0,20.39948700000059,0,1,1,1,0,1,0.0,0.0,,97.20504269305324,1
