event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,head_present,eye_present,head,eye
output_tick,7000000000,7000.0,7009.850136,7000000000,0,9.862006000000292,0,1,1,1,1
output_tick,7100000000,7100.0,7109.609339,7100000000,0,9.64408000000003,0,1,1,1,1
output_tick,7200000000,7200.0,7209.46432,7200000000,0,9.529059999999845,0,1,1,1,1
output_tick,7300000000,7300.0,7305.656876,7300000000,0,5.6683759999996255,0,1,1,1,1
sensor_arrival,7400000000,7400.0,7466.215676,7400000000,0,66.2223240000003,0,1,1,0,1
output_tick,7400000000,7400.0,7466.574024,7400000000,0,66.57908000000043,0,1,1,0,1
output_tick,7500000000,7500.0,7509.568032,7500000000,0,9.579477000000225,0,1,1,0,1
output_tick,7600000000,7600.0,7605.086447,7600000000,0,5.097206000000369,0,1,1,0,1
output_tick,7700000000,7700.0,7709.968856,7700000000,0,9.978763000000072,0,1,1,0,1
output_tick,7800000000,7800.0,7809.095769,7800000000,0,9.106214000000364,0,1,1,0,1
sensor_arrival,7900000000,7900.0,7953.8517,7900000000,0,53.85925599999973,0,1,1,0,1
output_tick,7900000000,7900.0,7954.169086,7900000000,0,54.17182599999978,0,1,1,0,1
output_tick,8000000000,8000.0,8005.758836,8000000000,0,5.769854000000123,0,1,1,0,1
output_tick,8100000000,8100.0,8105.823221,8100000000,0,5.837961999999607,0,1,1,0,1
output_tick,8200000000,8200.0,8205.664572,8200000000,0,5.676274999999805,0,1,1,0,1
output_tick,8300000000,8300.0,8305.181852,8300000000,0,5.1945369999994,0,1,1,0,1
sensor_arrival,8400000000,8400.0,8451.571302,8400000000,0,51.57791299999917,0,1,1,0,1
output_tick,8400000000,8400.0,8451.865114,8400000000,0,51.868131999999605,0,1,1,0,1
output_tick,8500000000,8500.0,8506.426555,8500000000,0,6.4401099999995495,0,1,1,0,1
output_tick,8600000000,8600.0,8606.715234,8600000000,0,6.726566999999704,0,1,1,0,1
output_tick,8700000000,8700.0,8705.090211,8700000000,0,5.101839999999356,0,1,1,0,1
output_tick,8800000000,8800.0,8806.453823,8800000000,0,6.525507000000289,0,1,1,0,1
sensor_arrival,8900000000,8900.0,8959.91955,8900000000,0,59.92538299999978,0,1,1,0,1
output_tick,8900000000,8900.0,8960.197899,8900000000,0,60.20076899999913,0,1,1,0,1
output_tick,9000000000,9000.0,9005.649973,9000000000,0,5.662528999999267,0,1,1,0,1
output_tick,9100000000,9100.0,9105.667674,9100000000,0,5.679858999999851,0,1,1,0,1
output_tick,9200000000,9200.0,9208.66825,9200000000,0,8.700842000000193,0,1,1,0,1
output_tick,9300000000,9300.0,9305.946238,9300000000,0,5.959498000000167,0,1,1,0,1
sensor_arrival,9400000000,9400.0,9458.27357,9400000000,0,58.27988499999992,0,1,1,0,1
