event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,steer_present,accelerator_present,brake_present,steer,accelerator,brake
output_tick,7000000000,7000.0,7000.318085,7000000000,0,0.3356400000002395,0,1,1,1,1,0.0,0.0
output_tick,7100000000,7100.0,7100.569594,7100000000,0,0.6087790000001405,0,1,1,1,1,0.0,0.0
output_tick,7200000000,7200.0,7200.688679,7200000000,0,0.7022349999997459,0,1,1,1,1,0.0,0.0
output_tick,7300000000,7300.0,7300.604489,7300000000,0,0.6158779999996113,0,1,1,1,1,0.0,0.0
output_tick,7400000000,7400.0,7400.613409,7400000000,0,0.6286860000000161,0,1,1,1,1,0.0,0.0
output_tick,7500000000,7500.0,7500.596014,7500000000,0,0.6074580000004062,0,1,1,1,1,0.0,0.0
output_tick,7600000000,7600.0,7600.609285,7600000000,0,0.6213040000002366,0,1,1,1,1,0.0,0.0
output_tick,7700000000,7700.0,7700.558317,7700000000,0,0.5698720000000321,0,1,1,1,1,0.0,0.0
output_tick,7800000000,7800.0,7800.550551,7800000000,0,0.5620140000000902,0,1,1,1,1,0.0,0.0
output_tick,7900000000,7900.0,7900.612915,7900000000,0,0.6246929999997519,0,1,1,1,1,0.0,0.0
output_tick,8000000000,8000.0,8000.649279,8000000000,0,0.662000999999691,0,1,1,1,1,0.0,0.0
output_tick,8100000000,8100.0,8100.650199,8100000000,0,0.6652720000001864,0,1,1,1,1,0.0,0.0
output_tick,8200000000,8200.0,8200.580934,8200000000,0,0.592544999999518,0,1,1,1,1,0.0,0.0
output_tick,8300000000,8300.0,8300.620538,8300000000,0,0.6323530000008759,0,1,1,1,1,0.0,0.0
output_tick,8400000000,8400.0,8400.618921,8400000000,0,0.6605130000007193,0,1,1,1,1,0.0,0.0
output_tick,8500000000,8500.0,8500.610322,8500000000,0,0.6221370000002935,0,1,1,1,1,0.0,0.0
output_tick,8600000000,8600.0,8600.612113,8600000000,0,0.6245940000007977,0,1,1,1,1,0.0,0.0
output_tick,8700000000,8700.0,8700.627995,8700000000,0,0.6398100000005797,0,1,1,1,1,0.0,0.0
output_tick,8800000000,8800.0,8800.523286,8800000000,0,0.5335830000003625,0,1,1,1,1,0.0,0.0
output_tick,8900000000,8900.0,8900.599705,8900000000,0,0.6116129999991244,0,1,1,1,1,0.0,0.0
output_tick,9000000000,9000.0,9000.580273,9000000000,0,0.5924770000001445,0,1,1,1,1,0.0,0.0
output_tick,9100000000,9100.0,9100.618174,9100000000,0,0.6309700000001612,0,1,1,1,1,0.0,0.0
output_tick,9200000000,9200.0,9200.632705,9200000000,0,0.6440010000005714,0,1,1,1,1,0.0,0.0
output_tick,9300000000,9300.0,9300.606032,9300000000,0,0.6177729999999428,0,1,1,1,1,0.0,0.0
output_tick,9400000000,9400.0,9400.615692,9400000000,0,0.6270440000007511,0,1,1,1,1,0.0,0.0
output_tick,9500000000,9500.0,9500.568668,9500000000,0,0.5795940000007249,0,1,1,1,1,0.0,0.0
output_tick,9600000000,9600.0,9600.61918,9600000000,0,0.6350689999999304,0,1,1,1,1,0.0,0.0
output_tick,9700000000,9700.0,9700.562267,9700000000,0,0.6019520000008924,0,1,1,1,1,0.0,0.0
output_tick,9800000000,9800.0,9800.565779,9800000000,0,0.576853000000483,0,1,1,1,1,0.0,0.0
output_tick,9900000000,9900.0,9900.559958,9900000000,0,0.5717170000007172,0,1,1,1,1,0.0,0.0
output_tick,10000000000,10000.0,10000.633618,10000000000,0,0.644655000000057,0,1,1,1,1,0.0,0.0
output_tick,10100000000,10100.0,10100.707425,10100000000,0,0.7199070000006031,0,1,1,1,1,0.0,0.0
output_tick,10200000000,10200.0,10200.60792,10200000000,0,0.6203640000003361,0,1,1,1,1,0.0,0.0
output_tick,10300000000,10300.0,10300.613469,10300000000,0,0.6252650000005815,0,1,1,1,1,0.0,0.0
output_tick,10400000000,10400.0,10400.571667,10400000000,0,0.581888999999137,0,1,1,1,1,0.0,0.0
output_tick,10500000000,10500.0,10500.546846,10500000000,0,0.5582720000002155,0,1,1,1,1,0.0,0.0
output_tick,10600000000,10600.0,10600.642857,10600000000,0,0.65448699999979,0,1,1,1,1,0.0,0.0
output_tick,10700000000,10700.0,10700.259948,10700000000,0,0.27037399999971967,0,1,1,1,1,0.0,0.0
output_tick,10800000000,10800.0,10800.563253,10800000000,0,0.5741789999992761,0,1,1,1,1,0.0,0.0
sensor_arrival,10880262792,10880.262792,10881.362002,10880262792,0,1.1107470000006288,0,0,1,0,1,0.09803921568627451,0.0
sensor_arrival,10888108999,10888.108999,10889.152376,10888108999,0,1.057543999999325,0,0,1,0,1,0.14901960784313725,0.0
sensor_arrival,10896046039,10896.046039,10896.929344,10896046039,0,0.8918789999988803,0,0,1,0,1,0.27058823529411763,0.0
output_tick,10900000000,10900.0,10900.389564,10900000000,0,0.397118999999293,0,1,1,1,1,0.27058823529411763,0.0
sensor_arrival,10904131503,10904.131503,10904.974715,10904131503,0,0.8515269999988959,0,0,1,0,1,0.3333333333333333,0.0
sensor_arrival,10912097579,10912.097579,10912.77046,10912097579,0,0.682529000001523,0,0,1,0,1,0.4392156862745098,0.0
sensor_arrival,10919990656,10919.990656,10920.485409,10919990656,0,0.5003090000009252,0,0,1,0,1,0.5490196078431373,0.0
sensor_arrival,10927945565,10927.945565,10928.423653,10927945565,0,0.48416200000065146,0,0,1,0,1,0.592156862745098,0.0
sensor_arrival,10935929178,10935.929178,10936.406358,10935929178,0,0.48312499999883585,0,0,1,0,1,0.6274509803921569,0.0
sensor_arrival,10943927828,10943.927828,10944.385971,10943927828,0,0.46329100000002654,0,0,1,0,1,0.6313725490196078,0.0
sensor_arrival,10952059440,10952.05944,10952.646637,10952059440,0,0.5930299999999988,0,0,1,0,1,0.6392156862745098,0.0
sensor_arrival,10967917445,10967.917445,10968.36081,10967917445,0,0.44884600000114006,0,0,1,0,1,0.6352941176470588,0.0
sensor_arrival,10984119872,10984.119872,10985.016713,10984119872,0,0.9081750000004831,0,0,1,0,1,0.6392156862745098,0.0
sensor_arrival,10992076393,10992.076393,10992.841476,10992076393,0,0.7731390000008105,0,0,1,0,1,0.6431372549019608,0.0
output_tick,11000000000,11000.0,11000.458908,11000000000,0,0.4671309999994264,0,1,1,1,1,0.6431372549019608,0.0
sensor_arrival,11000047358,11000.047358,11003.10386,11000047358,0,3.07248299999992,0,0,1,0,1,0.6352941176470588,0.0
sensor_arrival,11015990102,11015.990102,11016.60241,11015990102,0,0.6193640000001324,0,0,1,0,1,0.6392156862745098,0.0
sensor_arrival,11040131106,11040.131106,11041.156668,11040131106,0,1.0351729999983945,0,0,1,0,1,0.6431372549019608,0.0
sensor_arrival,11056062610,11056.06261,11056.924267,11056062610,0,0.8702859999993962,0,0,1,0,1,0.6470588235294118,0.0
sensor_arrival,11072081910,11072.08191,11072.937918,11072081910,0,0.8640639999994164,0,0,1,0,1,0.6509803921568628,0.0
sensor_arrival,11080055763,11080.055763,11080.862773,11080055763,0,0.8148430000001099,0,0,1,0,1,0.6666666666666666,0.0
sensor_arrival,11088027543,11088.027543,11088.797442,11088027543,0,0.776491000000533,0,0,1,0,1,0.6705882352941176,0.0
sensor_arrival,11096112507,11096.112507,11096.971145,11096112507,0,0.8666570000004867,0,0,1,0,1,0.6823529411764706,0.0
output_tick,11100000000,11100.0,11100.382088,11100000000,0,0.3893470000002708,0,1,1,1,1,0.6823529411764706,0.0
sensor_arrival,11104288859,11104.288859,11105.779305,11104288859,0,1.4988899999989371,0,0,1,0,1,0.6901960784313725,0.0
sensor_arrival,11111974142,11111.974142,11112.523339,11111974142,0,0.5551410000007309,0,0,1,0,1,0.7019607843137254,0.0
sensor_arrival,11119940496,11119.940496,11120.41349,11119940496,0,0.4778089999999793,0,0,1,0,1,0.7137254901960784,0.0
sensor_arrival,11128064218,11128.064218,11128.903431,11128064218,0,0.8493049999997311,0,0,1,0,1,0.7215686274509804,0.0
sensor_arrival,11136067498,11136.067498,11136.827396,11136067498,0,0.76708299999882,0,0,1,0,1,0.7294117647058823,0.0
sensor_arrival,11152158963,11152.158963,11153.050101,11152158963,0,0.9022860000004584,0,0,1,0,1,0.7333333333333333,0.0
sensor_arrival,11192229471,11192.229471,11193.314403,11192229471,0,1.0954320000000735,0,0,1,0,1,0.7294117647058823,0.0
output_tick,11200000000,11200.0,11200.496117,11200000000,0,0.5070250000007945,0,1,1,1,1,0.7294117647058823,0.0
sensor_arrival,11208069698,11208.069698,11208.798394,11208069698,0,0.7363249999998516,0,0,1,0,1,0.7333333333333333,0.0
sensor_arrival,11224002739,11224.002739,11224.627251,11224002739,0,0.6314930000007735,0,0,1,0,1,0.7294117647058823,0.0
sensor_arrival,11232118888,11232.118888,11233.088747,11232118888,0,0.9785999999985506,0,0,1,0,1,0.7333333333333333,0.0
sensor_arrival,11280183842,11280.183842,11281.188608,11280183842,0,1.0137660000000324,0,0,1,0,1,0.7372549019607844,0.0
sensor_arrival,11288204584,11288.204584,11289.146592,11288204584,0,0.9509520000010525,0,0,1,0,1,0.7294117647058823,0.0
sensor_arrival,11296054625,11296.054625,11296.770042,11296054625,0,0.7222509999992326,0,0,1,0,1,0.7333333333333333,0.0
output_tick,11300000000,11300.0,11300.36465,11300000000,0,0.3715940000001865,0,1,1,1,1,0.7333333333333333,0.0
sensor_arrival,11344197892,11344.197892,11345.157567,11344197892,0,0.9695630000005622,0,0,1,0,1,0.7294117647058823,0.0
sensor_arrival,11352174302,11352.174302,11353.140624,11352174302,0,0.974952000000485,0,0,1,0,1,0.7333333333333333,0.0
output_tick,11400000000,11400.0,11402.58184,11400000000,0,2.5950620000003255,0,1,1,1,1,0.7333333333333333,0.0
sensor_arrival,11464030161,11464.030161,11464.588636,11464030161,0,0.5646230000002106,0,0,1,0,1,0.7294117647058823,0.0
sensor_arrival,11472179068,11472.179068,11473.184575,11472179068,0,1.0156000000006316,0,0,1,0,1,0.7333333333333333,0.0
sensor_arrival,11496218017,11496.218017,11497.252969,11496218017,0,1.0453770000003715,0,0,1,0,1,0.7372549019607844,0.0
output_tick,11500000000,11500.0,11500.49158,11500000000,0,0.499986999999237,0,1,1,1,1,0.7372549019607844,0.0
sensor_arrival,11528260968,11528.260968,11528.820851,11528260968,0,0.5702709999986837,0,0,1,0,1,0.7411764705882353,0.0
sensor_arrival,11552231825,11552.231825,11552.853541,11552231825,0,0.6318080000000919,0,0,1,0,1,0.7450980392156863,0.0
sensor_arrival,11568127275,11568.127275,11568.622121,11568127275,0,0.5027529999988474,0,0,1,0,1,0.7490196078431373,0.0
sensor_arrival,11584161537,11584.161537,11584.624106,11584161537,0,0.47119799999927636,0,0,1,0,1,0.7529411764705882,0.0
sensor_arrival,11592101706,11592.101706,11592.633422,11592101706,0,0.5401050000000396,0,0,1,0,1,0.7647058823529411,0.0
output_tick,11600000000,11600.0,11600.346131,11600000000,0,0.3561680000002525,0,1,1,1,1,0.7647058823529411,0.0
sensor_arrival,11600116596,11600.116596,11602.418459,11600116596,0,2.3124559999996563,0,0,1,0,1,0.7725490196078432,0.0
sensor_arrival,11616031027,11616.031027,11616.51304,11616031027,0,0.48760499999843887,0,0,1,0,1,0.7764705882352941,0.0
sensor_arrival,11632224565,11632.224565,11633.196239,11632224565,0,0.9811919999992824,0,0,1,0,1,0.7843137254901961,0.0
sensor_arrival,11640157160,11640.15716,11641.048039,11640157160,0,0.8987120000001596,0,0,1,0,1,0.788235294117647,0.0
sensor_arrival,11648139162,11648.139162,11648.945134,11648139162,0,0.8133420000012848,0,0,1,0,1,0.792156862745098,0.0
sensor_arrival,11656109757,11656.109757,11656.796138,11656109757,0,0.6934920000003331,0,0,1,0,1,0.803921568627451,0.0
sensor_arrival,11664137665,11664.137665,11664.99723,11664137665,0,0.8676020000002609,0,0,1,0,1,0.807843137254902,0.0
sensor_arrival,11672105908,11672.105908,11673.06249,11672105908,0,0.9643599999999424,0,0,1,0,1,0.8117647058823529,0.0
sensor_arrival,11680136761,11680.136761,11681.056714,11680136761,0,0.9294900000004418,0,0,1,0,1,0.8156862745098039,0.0
output_tick,11700000000,11700.0,11700.482623,11700000000,0,0.49319699999978184,0,1,1,1,1,0.8156862745098039,0.0
sensor_arrival,11704357579,11704.357579,11705.15831,11704357579,0,0.8081760000004579,0,0,1,0,1,0.8117647058823529,0.0
output_tick,11800000000,11800.0,11800.540505,11800000000,0,0.5515790000008565,0,1,1,1,1,0.8117647058823529,0.0
sensor_arrival,11816092772,11816.092772,11816.648081,11816092772,0,0.5619939999996859,0,0,1,0,1,0.8156862745098039,0.0
sensor_arrival,11824108274,11824.108274,11824.931024,11824108274,0,0.8311020000001008,0,0,1,0,1,0.8117647058823529,0.0
sensor_arrival,11888271082,11888.271082,11889.281793,11888271082,0,1.0211550000003626,0,0,1,0,1,0.8156862745098039,0.0
sensor_arrival,11896189307,11896.189307,11897.118,11896189307,0,0.9405449999994744,0,0,1,0,1,0.8117647058823529,0.0
output_tick,11900000000,11900.0,11900.388444,11900000000,0,0.3957960000007006,0,1,1,1,1,0.8117647058823529,0.0
sensor_arrival,11904316659,11904.316659,11905.440257,11904316659,0,1.1349129999998695,0,0,1,0,1,0.8156862745098039,0.0
sensor_arrival,11912228217,11912.228217,11913.005764,11912228217,0,0.7863059999999678,0,0,1,0,1,0.8117647058823529,0.0
sensor_arrival,11968052417,11968.052417,11968.657465,11968052417,0,0.6135849999991478,0,0,1,0,1,0.8156862745098039,0.0
sensor_arrival,11976165769,11976.165769,11977.028778,11976165769,0,0.8716380000005302,0,0,1,0,1,0.8117647058823529,0.0
sensor_arrival,11984226825,11984.226825,11985.090575,11984226825,0,0.8726390000010724,0,0,1,0,1,0.8156862745098039,0.0
output_tick,12000000000,12000.0,12000.513437,12000000000,0,0.5226959999999963,0,1,1,1,1,0.8156862745098039,0.0
sensor_arrival,12016142629,12016.142629,12016.813289,12016142629,0,0.6775849999994534,0,0,1,0,1,0.8196078431372549,0.0
sensor_arrival,12032203910,12032.20391,12033.423507,12032203910,0,1.2292269999998098,0,0,1,0,1,0.8235294117647058,0.0
sensor_arrival,12040316373,12040.316373,12041.229733,12040316373,0,0.9221570000008796,0,0,1,0,1,0.8196078431372549,0.0
sensor_arrival,12048129303,12048.129303,12048.833962,12048129303,0,0.7117510000007314,0,0,1,0,1,0.8235294117647058,0.0
output_tick,12100000000,12100.0,12100.538652,12100000000,0,0.5485779999999068,0,1,1,1,1,0.8235294117647058,0.0
sensor_arrival,12112217149,12112.217149,12113.008048,12112217149,0,0.7991019999990385,0,0,1,0,1,0.8274509803921568,0.0
sensor_arrival,12120125448,12120.125448,12120.719886,12120125448,0,0.5999749999991764,0,0,1,0,1,0.8313725490196079,0.0
sensor_arrival,12136239691,12136.239691,12137.113533,12136239691,0,0.8831749999990279,0,0,1,0,1,0.8352941176470589,0.0
sensor_arrival,12144254470,12144.25447,12145.183108,12144254470,0,0.938174999999319,0,0,1,0,1,0.8313725490196079,0.0
sensor_arrival,12152163158,12152.163158,12152.860243,12152163158,0,0.7039000000004307,0,0,1,0,1,0.8352941176470589,0.0
sensor_arrival,12160229344,12160.229344,12161.060002,12160229344,0,0.8386760000012146,0,0,1,0,1,0.8313725490196079,0.0
sensor_arrival,12184326237,12184.326237,12185.43478,12184326237,0,1.1188020000008692,0,0,1,0,1,0.8352941176470589,0.0
output_tick,12200000000,12200.0,12200.528683,12200000000,0,0.5396089999994729,0,1,1,1,1,0.8352941176470589,0.0
sensor_arrival,12200738218,12200.738218,12203.44015,12200738218,0,2.7136539999992237,0,0,1,0,1,0.8392156862745098,0.0
sensor_arrival,12232286285,12232.286285,12233.342143,12232286285,0,1.0666920000003302,0,0,1,0,1,0.8431372549019608,0.0
sensor_arrival,12240326286,12240.326286,12241.251035,12240326286,0,0.9627300000011019,0,0,1,0,1,0.8392156862745098,0.0
sensor_arrival,12248272863,12248.272863,12249.120594,12248272863,0,0.8553790000005392,0,0,1,0,1,0.8431372549019608,0.0
sensor_arrival,12264178941,12264.178941,12264.927081,12264178941,0,0.7558619999999792,0,0,1,0,1,0.8470588235294118,0.0
sensor_arrival,12280253444,12280.253444,12281.157508,12280253444,0,0.9121930000001157,0,0,1,0,1,0.8549019607843137,0.0
sensor_arrival,12288175650,12288.17565,12289.020918,12288175650,0,0.8538240000016231,0,0,1,0,1,0.8588235294117647,0.0
sensor_arrival,12296228262,12296.228262,12297.05679,12296228262,0,0.837083000000348,0,0,1,0,1,0.8549019607843137,0.0
output_tick,12300000000,12300.0,12300.442844,12300000000,0,0.4511959999999817,0,1,1,1,1,0.8549019607843137,0.0
sensor_arrival,12352305273,12352.305273,12353.413131,12352305273,0,1.1189880000001722,0,0,1,0,1,0.8509803921568627,0.0
output_tick,12400000000,12400.0,12400.570614,12400000000,0,0.5813920000000508,0,1,1,1,1,0.8509803921568627,0.0
sensor_arrival,12416252177,12416.252177,12416.950891,12416252177,0,0.7059919999992417,0,0,1,0,1,0.8549019607843137,0.0
sensor_arrival,12440145850,12440.14585,12440.651714,12440145850,0,0.5233829999997397,0,0,1,0,1,0.8509803921568627,0.0
sensor_arrival,12448218054,12448.218054,12448.825973,12448218054,0,0.6147519999994984,0,0,1,0,1,0.8549019607843137,0.0
output_tick,12500000000,12500.0,12500.410961,12500000000,0,0.4186649999992369,0,1,1,1,1,0.8549019607843137,0.0
sensor_arrival,12520201033,12520.201033,12520.834729,12520201033,0,0.6411590000006981,0,0,1,0,1,0.8588235294117647,0.0
sensor_arrival,12544256408,12544.256408,12545.116861,12544256408,0,0.8696190000009665,0,0,1,0,1,0.8549019607843137,0.0
sensor_arrival,12552301298,12552.301298,12553.304286,12552301298,0,1.012617999998838,0,0,1,0,1,0.8588235294117647,0.0
sensor_arrival,12568235561,12568.235561,12569.036756,12568235561,0,0.8092500000002474,0,0,1,0,1,0.8627450980392157,0.0
sensor_arrival,12576250396,12576.250396,12577.128293,12576250396,0,0.8867490000011458,0,0,1,0,1,0.8588235294117647,0.0
sensor_arrival,12584273157,12584.273157,12585.211813,12584273157,0,0.9482110000008106,0,0,1,0,1,0.8627450980392157,0.0
output_tick,12600000000,12600.0,12600.417973,12600000000,0,0.42669500000010885,0,1,1,1,1,0.8627450980392157,0.0
sensor_arrival,12608417679,12608.417679,12609.459815,12608417679,0,1.082302000000709,0,0,1,0,1,0.8666666666666667,0.0
sensor_arrival,12616141221,12616.141221,12616.605289,12616141221,0,0.4689570000009553,0,0,1,0,1,0.8745098039215686,0.0
sensor_arrival,12632280056,12632.280056,12633.164953,12632280056,0,0.8936560000001919,0,0,1,0,1,0.8784313725490196,0.0
sensor_arrival,12640290650,12640.29065,12641.250361,12640290650,0,0.9687299999986863,0,0,1,0,1,0.8823529411764706,0.0
sensor_arrival,12648218227,12648.218227,12648.953014,12648218227,0,0.7421580000009271,0,0,1,0,1,0.8901960784313725,0.0
sensor_arrival,12664316210,12664.31621,12665.31081,12664316210,0,1.0045629999985977,0,0,1,0,1,0.8941176470588236,0.0
sensor_arrival,12672337323,12672.337323,12673.307293,12672337323,0,0.9798590000009426,0,0,1,0,1,0.8980392156862745,0.0
sensor_arrival,12680222141,12680.222141,12680.93167,12680222141,0,0.7173800000000483,0,0,1,0,1,0.9058823529411765,0.0
sensor_arrival,12696269940,12696.26994,12697.062542,12696269940,0,0.8010460000004969,0,0,1,0,1,0.9098039215686274,0.0
output_tick,12700000000,12700.0,12700.407745,12700000000,0,0.4174849999999424,0,1,1,1,1,0.9098039215686274,0.0
sensor_arrival,12720340907,12720.340907,12720.937308,12720340907,0,0.6062899999997171,0,0,1,0,1,0.9137254901960784,0.0
sensor_arrival,12728292632,12728.292632,12728.759793,12728292632,0,0.4753279999986262,0,0,1,0,1,0.9176470588235294,0.0
output_tick,12800000000,12800.0,12800.368554,12800000000,0,0.3806270000004588,0,1,1,1,1,0.9176470588235294,0.0
sensor_arrival,12832395523,12832.395523,12833.468363,12832395523,0,1.0840250000001106,0,0,1,0,1,0.9215686274509803,0.0
sensor_arrival,12840275545,12840.275545,12841.069813,12840275545,0,0.8017309999995632,0,0,1,0,1,0.9176470588235294,0.0
sensor_arrival,12896351833,12896.351833,12897.256731,12896351833,0,0.9142489999994723,0,0,1,0,1,0.9215686274509803,0.0
output_tick,12900000000,12900.0,12900.428121,12900000000,0,0.43673200000012,0,1,1,1,1,0.9215686274509803,0.0
sensor_arrival,12904288280,12904.28828,12904.788738,12904288280,0,0.5114949999988312,0,0,1,0,1,0.9176470588235294,0.0
sensor_arrival,12912369689,12912.369689,12912.78885,12912369689,0,0.42718000000058964,0,0,1,0,1,0.9215686274509803,0.0
sensor_arrival,12920208803,12920.208803,12920.531059,12920208803,0,0.3282369999997172,0,0,1,0,1,0.9176470588235294,0.0
sensor_arrival,12928176342,12928.176342,12928.464395,12928176342,0,0.29344099999980244,0,0,1,0,1,0.9215686274509803,0.0
output_tick,13000000000,13000.0,13000.284949,13000000000,0,0.2966710000000603,0,1,1,1,1,0.9215686274509803,0.0
output_tick,13100000000,13100.0,13100.562199,13100000000,0,0.5737169999993057,0,1,1,1,1,0.9215686274509803,0.0
