event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,steer_in_present,accel_in_present,brake_in_present,actuate_in_present,steer_in,accel_in,brake_in,actuate_in,car_velocity,car_steer
reaction,7000000000,7000.0,7020.960316,7000000000,0,20.70133100000021,0,1,1,1,0,1,0.0,0.0,,89.54208000000001,1
reaction,7100000000,7100.0,7120.91183,7100000000,0,20.59623499999998,0,1,1,1,0,1,0.0,0.0,,89.0887275505152,1
reaction,7200000000,7200.0,7220.933649,7200000000,0,20.706159999999727,0,1,1,1,0,1,0.0,0.0,,88.63987414070577,1
reaction,7300000000,7300.0,7320.888759,7300000000,0,20.672921000000315,0,1,1,1,0,1,0.0,0.0,,88.19545262472354,1
reaction,7400000000,7400.0,7420.762692,7400000000,0,20.487216000000444,0,1,1,1,0,1,0.0,0.0,,87.75539718785244,1
reaction,7500000000,7500.0,7520.902751,7500000000,0,20.684100999999828,0,1,1,1,0,1,0.0,0.0,,87.31964331365256,1
reaction,7600000000,7600.0,7620.467385,7600000000,0,20.34383700000035,0,1,1,1,0,1,0.9529411764705882,0.0,,88.23453273477244,1
reaction,7700000000,7700.0,7720.853517,7700000000,0,20.57253800000035,0,1,1,1,0,1,0.0,0.0,,87.79409424772113,1
reaction,7800000000,7800.0,7820.944632,7800000000,0,20.667034000000058,0,1,1,1,0,1,0.0,0.0,,87.35796297078903,1
reaction,7900000000,7900.0,7920.830246,7900000000,0,20.578056000000288,0,1,1,1,0,1,0.0,0.0,,86.92607554332206,1
reaction,8000000000,8000.0,8020.471602,8000000000,0,20.274437000000034,0,1,1,1,0,1,0.0,0.0,,86.49836984280186,1
reaction,8100000000,8100.0,8120.557409,8100000000,0,20.335323999999673,0,1,1,1,0,1,0.0,0.0,,86.07478495472064,1
reaction,8200000000,8200.0,8220.742705,8200000000,0,20.474659999999858,0,1,1,1,0,1,0.0,0.0,,85.65526114333167,1
reaction,8300000000,8300.0,8321.203738,8300000000,0,20.58981700000004,0,1,1,1,0,1,0.0,0.0,,85.23973982324654,1
reaction,8400000000,8400.0,8420.334034,8400000000,0,20.23291600000084,0,1,1,1,0,1,0.0,0.0,,84.82816353185017,1
reaction,8500000000,8500.0,8520.558064,8500000000,0,20.34312200000022,0,1,1,1,0,1,0.0,0.0,,84.42047590250648,1
reaction,8600000000,8600.0,8620.922397,8600000000,0,20.688868999999613,0,1,1,1,0,1,0.0,0.0,,84.01662163852839,1
