event,logical_time_ns,logical_time_ms,physical_time_ms,tag_time_ns,microstep,lag_ms,tardy_invocation_count,mode,from_mode,to_mode,reason,control_token,instruction,distance_to_target_m,velocity_kmh,environment_states_json,act_command,lane_command,act_set
mode_transition,7800000000,7800.0,8072.394313,7800000000,2,272.3943129999998,3,MONITORING,MONITORING,WARNING,tardy WARNING,WARNING,Reduce speed.,0.0,0.0,null,,,0
mode_transition,9000000000,9000.0,9257.969269,9000000000,1,257.96926899999926,7,WARNING,WARNING,MONITORING,tardy NONE,NONE,,0.0,0.0,null,,,0
mode_transition,9400000000,9400.0,9732.527201,9400000000,1,332.5272010000008,8,MONITORING,MONITORING,WARNING,tardy WARNING,WARNING,Reduce speed.,0.0,0.0,null,,,0
mode_transition,9800000000,9800.0,10074.263792,9800000000,2,274.26379199999974,10,WARNING,WARNING,MONITORING,tardy NONE,NONE,,0.0,0.0,null,,,0
mode_transition,10600000000,10600.0,10856.604133,10600000000,1,256.60413300000073,12,MONITORING,MONITORING,WARNING,tardy WARNING,WARNING,Reduce speed.,0.0,0.0,null,,,0
mode_transition,11400000000,11400.0,11747.708365,11400000000,1,347.7083650000004,14,WARNING,WARNING,MONITORING,tardy NONE,NONE,,0.0,0.0,null,,,0
mode_transition,11800000000,11800.0,12066.483499,11800000000,1,266.48349899999994,15,MONITORING,MONITORING,WARNING,tardy WARNING,WARNING,Reduce speed.,0.0,0.0,null,,,0
mode_transition,12200000000,12200.0,12465.147541,12200000000,1,265.1475410000003,16,WARNING,WARNING,MONITORING,tardy NONE,NONE,,0.0,0.0,null,,,0
mode_transition,14200000000,14200.0,14464.507726,14200000000,1,264.5077259999998,21,MONITORING,MONITORING,WARNING,tardy WARNING,WARNING,Increase speed.,0.0,0.0,null,,,0
mode_transition,15800000000,15800.0,16073.860029,15800000000,2,273.8600289999995,26,WARNING,WARNING,MONITORING,tardy NONE,NONE,,0.0,0.0,null,,,0
mode_transition,17800000000,17800.0,18068.232222,17800000000,1,268.2322219999987,31,MONITORING,MONITORING,WARNING,tardy WARNING,WARNING,Increase speed.,0.0,0.0,null,,,0
mode_transition,19000000000,19000.0,19269.257644,19000000000,1,269.25764400000116,34,WARNING,WARNING,MONITORING,tardy NONE,NONE,,0.0,0.0,null,,,0
mode_transition,25000000000,25000.0,25281.446989,25000000000,1,281.44698900000003,52,MONITORING,MONITORING,WARNING,tardy WARNING,WARNING,Increase speed.,0.0,0.0,null,,,0
