event,logical_time_ns,logical_time_ms,physical_time_ms,lag_ms,control,instruction,inference_ms
llm_inference,7000000000,7000.0,7403.204294,403.2042940000001,WARNING,Increase speed.,277.79451897367835
llm_inference,7400000000,7400.0,7813.173453,413.17345300000034,NONE,,290.0569911580533
llm_inference,7800000000,7800.0,8172.304589,372.3045890000003,NONE,,249.99191099777818
llm_inference,8200000000,8200.0,8563.511299,363.5112989999998,NONE,,241.3393440656364
llm_inference,8600000000,8600.0,8979.237242,379.23724199999924,NONE,,256.8677579984069
llm_inference,9000000000,9000.0,9366.718017,366.71801699999924,WARNING,Increase speed.,244.7084030136466
llm_inference,9400000000,9400.0,9771.003063,371.0030630000001,WARNING,Increase speed.,248.66176582872868
llm_inference,9800000000,9800.0,10167.245172,367.2451720000008,WARNING,Increase speed.,244.7766661643982
llm_inference,10200000000,10200.0,10575.123355,375.1233549999997,WARNING,Increase speed.,252.7156169526279
llm_inference,10600000000,10600.0,10973.00284,373.0028399999992,WARNING,Increase speed.,250.38551189936697
llm_inference,11000000000,11000.0,11368.374205,368.3742050000001,WARNING,Increase speed.,246.70203984715044
llm_inference,11400000000,11400.0,11771.637475,371.63747499999954,NONE,,249.25514799542725
llm_inference,11800000000,11800.0,12175.325505,375.3255050000007,WARNING,Increase speed.,253.08479508385062
llm_inference,12200000000,12200.0,12571.353528,371.35352799999964,WARNING,Increase speed.,248.82922903634608
llm_inference,12600000000,12600.0,13003.152753,403.1527530000003,WARNING,Increase speed.,280.76166193932295
llm_inference,13000000000,13000.0,13371.556347,371.55634699999973,NONE,,247.17852706089616
llm_inference,13400000000,13400.0,13784.943871,384.9438709999995,NONE,,261.48961298167706
llm_inference,13800000000,13800.0,14195.119507,395.11950699999943,NONE,,271.272093988955
llm_inference,14200000000,14200.0,14596.899702,396.8997020000006,NONE,,273.03943620063365
llm_inference,14600000000,14600.0,14968.713237,368.71323699999994,NONE,,244.86386589705944
llm_inference,15000000000,15000.0,15375.615995,375.6159950000001,NONE,,252.33992794528604
llm_inference,15400000000,15400.0,15776.589841,376.5898410000009,NONE,,253.9225190412253
llm_inference,15800000000,15800.0,16172.840414,372.84041400000024,NONE,,249.36543800868094
llm_inference,16200000000,16200.0,16580.982199,380.9821989999982,NONE,,256.3669269438833
llm_inference,16600000000,16600.0,16985.939841,385.93984099999943,NONE,,262.1616020333022
llm_inference,17000000000,17000.0,17385.229721,385.2297209999997,NONE,,261.97527814656496
llm_inference,17400000000,17400.0,17784.346586,384.34658599999966,NONE,,260.57749101892114
llm_inference,17800000000,17800.0,18171.684963,371.6849629999997,NONE,,247.73007514886558
llm_inference,18200000000,18200.0,18595.688427,395.68842700000096,NONE,,271.61164302378893
llm_inference,18600000000,18600.0,18993.386536,393.3865360000018,NONE,,270.0130669400096
llm_inference,19000000000,19000.0,19374.216577,374.21657699999923,NONE,,250.42444886639714
llm_inference,19400000000,19400.0,19779.08513,379.0851299999995,NONE,,257.3555519338697
llm_inference,19800000000,19800.0,20172.37976,372.3797599999998,NONE,,248.4024129807949
llm_inference,20200000000,20200.0,20598.566118,398.5661179999988,NONE,,274.7002011165023
